date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:38:36	704/704	---M-Z	200	added ('OK')	text/css	etag:%222c0-6791df2a-3f8a0fe5dce4d6a4;gz%22	https://wegrowinfraventures.com/wp-content/plugins/elementor/assets/css/widget-text-editor.min.css?ver=3.25.11	C:/My%20Web%20Sites/Animeria%20Assignment/wegrowinfraventures.com/wp-content/plugins/elementor/assets/css/widget-text-editor.min1ffb.css	(from https://wegrowinfraventures.com/)
14:38:37	198/198	---M--	200	added ('OK')	text/css	etag:%22c6-6791df2a-a416e07c5c512af3;;;%22	https://wegrowinfraventures.com/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-grow.min.css?ver=3.25.11	C:/My%20Web%20Sites/Animeria%20Assignment/wegrowinfraventures.com/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-grow.min1ffb.css	(from https://wegrowinfraventures.com/)
14:38:37	4875/4875	---M-Z	200	added ('OK')	text/css	etag:%22130b-6791df2a-bdd370f07ce6bc9e;gz%22	https://wegrowinfraventures.com/wp-content/plugins/elementor/assets/css/widget-social-icons.min.css?ver=3.25.11	C:/My%20Web%20Sites/Animeria%20Assignment/wegrowinfraventures.com/wp-content/plugins/elementor/assets/css/widget-social-icons.min1ffb.css	(from https://wegrowinfraventures.com/)
14:38:37	7025/7025	---M-Z	200	added ('OK')	text/css	etag:%221b71-6791df2a-f28e2c190e0b0652;gz%22	https://wegrowinfraventures.com/wp-content/plugins/elementor/assets/css/conditionals/apple-webkit.min.css?ver=3.25.11	C:/My%20Web%20Sites/Animeria%20Assignment/wegrowinfraventures.com/wp-content/plugins/elementor/assets/css/conditionals/apple-webkit.min1ffb.css	(from https://wegrowinfraventures.com/)
14:38:38	4296/4296	---M-Z	200	added ('OK')	text/css	etag:%2210c8-6791df2a-4148bc679628e302;gz%22	https://wegrowinfraventures.com/wp-content/plugins/elementor/assets/css/widget-divider.min.css?ver=3.25.11	C:/My%20Web%20Sites/Animeria%20Assignment/wegrowinfraventures.com/wp-content/plugins/elementor/assets/css/widget-divider.min1ffb.css	(from https://wegrowinfraventures.com/)
14:38:38	146/146	---M--	200	added ('OK')	text/css	etag:%2292-6791df2a-5ec059baf804cb2e;;;%22	https://wegrowinfraventures.com/wp-content/plugins/elementor/assets/lib/animations/styles/slideInUp.min.css?ver=3.25.11	C:/My%20Web%20Sites/Animeria%20Assignment/wegrowinfraventures.com/wp-content/plugins/elementor/assets/lib/animations/styles/slideInUp.min1ffb.css	(from https://wegrowinfraventures.com/)
14:38:38	995/995	---M-Z	200	added ('OK')	text/css	etag:%223e3-6790b54c-b0588c498560e288;gz%22	https://wegrowinfraventures.com/wp-content/plugins/elementor-pro/assets/css/conditionals/popup.min.css?ver=3.27.0	C:/My%20Web%20Sites/Animeria%20Assignment/wegrowinfraventures.com/wp-content/plugins/elementor-pro/assets/css/conditionals/popup.minb175.css	(from https://wegrowinfraventures.com/)
14:38:38	16471/16471	---M-Z	200	added ('OK')	text/css	etag:%224057-6791df2a-2668403c4d72f5e1;gz%22	https://wegrowinfraventures.com/wp-content/plugins/elementor/assets/lib/swiper/v8/css/swiper.min.css?ver=8.4.5	C:/My%20Web%20Sites/Animeria%20Assignment/wegrowinfraventures.com/wp-content/plugins/elementor/assets/lib/swiper/v8/css/swiper.min94a4.css	(from https://wegrowinfraventures.com/)
14:38:38	10260/10260	---M-Z	200	added ('OK')	text/css	etag:%222814-6791df2a-44bcdf3eb7d4b337;gz%22	https://wegrowinfraventures.com/wp-content/plugins/elementor/assets/css/conditionals/e-swiper.min.css?ver=3.25.11	C:/My%20Web%20Sites/Animeria%20Assignment/wegrowinfraventures.com/wp-content/plugins/elementor/assets/css/conditionals/e-swiper.min1ffb.css	(from https://wegrowinfraventures.com/)
14:38:39	11689/11689	---M-Z	200	added ('OK')	text/css	etag:%222da9-6790b54c-30dbbeda5b5a89c;gz%22	https://wegrowinfraventures.com/wp-content/plugins/elementor-pro/assets/css/widget-animated-headline.min.css?ver=3.27.0	C:/My%20Web%20Sites/Animeria%20Assignment/wegrowinfraventures.com/wp-content/plugins/elementor-pro/assets/css/widget-animated-headline.minb175.css	(from https://wegrowinfraventures.com/)
14:38:39	13447/13447	---M-Z	200	added ('OK')	text/css	etag:%223487-6790b54c-8eb33d28dbce04bc;gz%22	https://wegrowinfraventures.com/wp-content/plugins/elementor-pro/assets/css/widget-search.min.css?ver=3.27.0	C:/My%20Web%20Sites/Animeria%20Assignment/wegrowinfraventures.com/wp-content/plugins/elementor-pro/assets/css/widget-search.minb175.css	(from https://wegrowinfraventures.com/)
14:38:39	1364/1364	---M-Z	200	added ('OK')	text/css	etag:%22554-6791df2a-e127c5526a433b16;gz%22	https://wegrowinfraventures.com/wp-content/plugins/elementor/assets/css/widget-spacer.min.css?ver=3.25.11	C:/My%20Web%20Sites/Animeria%20Assignment/wegrowinfraventures.com/wp-content/plugins/elementor/assets/css/widget-spacer.min1ffb.css	(from https://wegrowinfraventures.com/)
14:38:39	540/540	---M-Z	200	added ('OK')	text/css	etag:%2221c-6791df2a-82c1f8a4848f1e96;gz%22	https://wegrowinfraventures.com/wp-content/plugins/elementor/assets/css/widget-image-carousel.min.css?ver=3.25.11	C:/My%20Web%20Sites/Animeria%20Assignment/wegrowinfraventures.com/wp-content/plugins/elementor/assets/css/widget-image-carousel.min1ffb.css	(from https://wegrowinfraventures.com/)
14:38:39	208/208	---M--	200	added ('OK')	text/css	etag:%22d0-6790b54c-f6b7df3f9ad897b1;;;%22	https://wegrowinfraventures.com/wp-content/plugins/elementor-pro/assets/css/widget-loop-common.min.css?ver=3.27.0	C:/My%20Web%20Sites/Animeria%20Assignment/wegrowinfraventures.com/wp-content/plugins/elementor-pro/assets/css/widget-loop-common.minb175.css	(from https://wegrowinfraventures.com/)
14:38:40	8391/8391	---M-Z	200	added ('OK')	text/css	etag:%2220c7-6790b54c-d466aeb3d4247708;gz%22	https://wegrowinfraventures.com/wp-content/plugins/elementor-pro/assets/css/widget-loop-carousel.min.css?ver=3.27.0	C:/My%20Web%20Sites/Animeria%20Assignment/wegrowinfraventures.com/wp-content/plugins/elementor-pro/assets/css/widget-loop-carousel.minb175.css	(from https://wegrowinfraventures.com/)
14:38:40	330/330	---M-Z	200	added ('OK')	text/css	etag:%2214a-6791df2a-cba9c28ff2752e01;gz%22	https://wegrowinfraventures.com/wp-content/plugins/elementor/assets/lib/animations/styles/bounceInLeft.min.css?ver=3.25.11	C:/My%20Web%20Sites/Animeria%20Assignment/wegrowinfraventures.com/wp-content/plugins/elementor/assets/lib/animations/styles/bounceInLeft.min1ffb.css	(from https://wegrowinfraventures.com/)
14:38:40	335/335	---M-Z	200	added ('OK')	text/css	etag:%2214f-6791df2a-86e734fd654c6246;gz%22	https://wegrowinfraventures.com/wp-content/plugins/elementor/assets/lib/animations/styles/bounceInRight.min.css?ver=3.25.11	C:/My%20Web%20Sites/Animeria%20Assignment/wegrowinfraventures.com/wp-content/plugins/elementor/assets/lib/animations/styles/bounceInRight.min1ffb.css	(from https://wegrowinfraventures.com/)
14:38:40	10094/10094	---M-Z	200	added ('OK')	text/css	etag:%22276e-6791df2a-15d08c7aa7cdcbbe;gz%22	https://wegrowinfraventures.com/wp-content/plugins/elementor/assets/css/widget-icon-box.min.css?ver=3.25.11	C:/My%20Web%20Sites/Animeria%20Assignment/wegrowinfraventures.com/wp-content/plugins/elementor/assets/css/widget-icon-box.min1ffb.css	(from https://wegrowinfraventures.com/)
14:38:41	20035/20035	---M-Z	200	added ('OK')	text/css	etag:%224e43-6790b54c-dec5d9adf4fca939;gz%22	https://wegrowinfraventures.com/wp-content/plugins/elementor-pro/assets/css/widget-testimonial-carousel.min.css?ver=3.27.0	C:/My%20Web%20Sites/Animeria%20Assignment/wegrowinfraventures.com/wp-content/plugins/elementor-pro/assets/css/widget-testimonial-carousel.minb175.css	(from https://wegrowinfraventures.com/)
14:38:41	3847/3847	---M-Z	200	added ('OK')	text/css	etag:%22f07-6790b54c-49dee388c4e0bf42;gz%22	https://wegrowinfraventures.com/wp-content/plugins/elementor-pro/assets/css/widget-carousel-module-base.min.css?ver=3.27.0	C:/My%20Web%20Sites/Animeria%20Assignment/wegrowinfraventures.com/wp-content/plugins/elementor-pro/assets/css/widget-carousel-module-base.minb175.css	(from https://wegrowinfraventures.com/)
14:38:41	52992/52992	---M-Z	200	added ('OK')	text/css	etag:%22cf00-679c6e04-fe46a86d6dee3e13;gz%22	https://wegrowinfraventures.com/wp-content/uploads/elementor/css/post-556.css?ver=1738305028	C:/My%20Web%20Sites/Animeria%20Assignment/wegrowinfraventures.com/wp-content/uploads/elementor/css/post-556488d.css	(from https://wegrowinfraventures.com/)
14:38:41	11399/11399	---M-Z	200	added ('OK')	text/css	etag:%222c87-679c6e04-1740319b8bbef625;gz%22	https://wegrowinfraventures.com/wp-content/uploads/elementor/css/post-1497.css?ver=1738305028	C:/My%20Web%20Sites/Animeria%20Assignment/wegrowinfraventures.com/wp-content/uploads/elementor/css/post-1497488d.css	(from https://wegrowinfraventures.com/)
14:38:42	21812/21812	---M-Z	200	added ('OK')	text/css	etag:%225534-679c6e05-d790ca9e55bb9bfb;gz%22	https://wegrowinfraventures.com/wp-content/uploads/elementor/css/post-193.css?ver=1738305029	C:/My%20Web%20Sites/Animeria%20Assignment/wegrowinfraventures.com/wp-content/uploads/elementor/css/post-1931051.css	(from https://wegrowinfraventures.com/)
14:38:42	13205/13205	---M-Z	200	added ('OK')	text/css	etag:%223395-679c6e05-6f939f1d7d5ec7db;gz%22	https://wegrowinfraventures.com/wp-content/uploads/elementor/css/post-1779.css?ver=1738305029	C:/My%20Web%20Sites/Animeria%20Assignment/wegrowinfraventures.com/wp-content/uploads/elementor/css/post-17791051.css	(from https://wegrowinfraventures.com/)
14:38:43	87553/87553	---M-Z	200	added ('OK')	application/x-javascript	etag:%2215601-67504ac2-79ec91db6347bdb6;gz%22	https://wegrowinfraventures.com/wp-includes/js/jquery/jquery.min.js?ver=3.7.1	C:/My%20Web%20Sites/Animeria%20Assignment/wegrowinfraventures.com/wp-includes/js/jquery/jquery.minf43b.js	(from https://wegrowinfraventures.com/)
14:38:43	13577/13577	---M-Z	200	added ('OK')	application/x-javascript	etag:%223509-67504ac2-fdc9bcb3d55a03b8;gz%22	https://wegrowinfraventures.com/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1	C:/My%20Web%20Sites/Animeria%20Assignment/wegrowinfraventures.com/wp-includes/js/jquery/jquery-migrate.min5589.js	(from https://wegrowinfraventures.com/)
14:38:43	287911/287911	---MCZ	200	added ('OK')	application/json	date:Sun,%2009%20Feb%202025%2009:08:43%20GMT	https://wegrowinfraventures.com/wp-json/	C:/My%20Web%20Sites/Animeria%20Assignment/wegrowinfraventures.com/wp-json/index.html	(from https://wegrowinfraventures.com/)
14:38:43	126429/126429	---MCZ	200	added ('OK')	application/json	date:Sun,%2009%20Feb%202025%2009:08:43%20GMT	https://wegrowinfraventures.com/wp-json/wp/v2/pages/556	C:/My%20Web%20Sites/Animeria%20Assignment/wegrowinfraventures.com/wp-json/wp/v2/pages/556.json	(from https://wegrowinfraventures.com/)
14:38:44	852/852	---M-Z	200	added ('OK')	text/xml	date:Sun,%2009%20Feb%202025%2009:08:43%20GMT	https://wegrowinfraventures.com/xmlrpc.php?rsd	C:/My%20Web%20Sites/Animeria%20Assignment/wegrowinfraventures.com/xmlrpc0db0.php	(from https://wegrowinfraventures.com/)
14:38:44	2186/2186	---M-Z	200	added ('OK')	application/json	date:Sun,%2009%20Feb%202025%2009:08:44%20GMT	https://wegrowinfraventures.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwegrowinfraventures.com%2F	C:/My%20Web%20Sites/Animeria%20Assignment/wegrowinfraventures.com/wp-json/oembed/1.0/embed0986.json	(from https://wegrowinfraventures.com/)
14:38:44	2348/2348	---M-Z	200	added ('OK')	text/xml	date:Sun,%2009%20Feb%202025%2009:08:44%20GMT	https://wegrowinfraventures.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwegrowinfraventures.com%2F&format=xml	C:/My%20Web%20Sites/Animeria%20Assignment/wegrowinfraventures.com/wp-json/oembed/1.0/embede0ba	(from https://wegrowinfraventures.com/)
14:38:44	2652/2652	---M--	200	added ('OK')	image/png	date:Sun,%2009%20Feb%202025%2009:08:44%20GMT	https://wegrowinfraventures.com/wp-content/uploads/2024/10/cropped-logo-final-32x32.png	C:/My%20Web%20Sites/Animeria%20Assignment/wegrowinfraventures.com/wp-content/uploads/2024/10/cropped-logo-final-32x32.png	(from https://wegrowinfraventures.com/)
14:38:45	39834/39834	---M--	200	added ('OK')	image/png	date:Sun,%2009%20Feb%202025%2009:08:45%20GMT	https://wegrowinfraventures.com/wp-content/uploads/2024/10/cropped-logo-final-192x192.png	C:/My%20Web%20Sites/Animeria%20Assignment/wegrowinfraventures.com/wp-content/uploads/2024/10/cropped-logo-final-192x192.png	(from https://wegrowinfraventures.com/)
14:38:45	36957/36957	---M--	200	added ('OK')	image/png	date:Sun,%2009%20Feb%202025%2009:08:45%20GMT	https://wegrowinfraventures.com/wp-content/uploads/2024/10/cropped-logo-final-180x180.png	C:/My%20Web%20Sites/Animeria%20Assignment/wegrowinfraventures.com/wp-content/uploads/2024/10/cropped-logo-final-180x180.png	(from https://wegrowinfraventures.com/)
14:38:45	62003/62003	---M--	200	added ('OK')	image/png	date:Sun,%2009%20Feb%202025%2009:08:45%20GMT	https://wegrowinfraventures.com/wp-content/uploads/2024/09/yt-e1726990572836.png	C:/My%20Web%20Sites/Animeria%20Assignment/wegrowinfraventures.com/wp-content/uploads/2024/09/yt-e1726990572836.png	(from https://wegrowinfraventures.com/)
14:38:45	153172/153172	---M--	200	added ('OK')	image/jpeg	date:Sun,%2009%20Feb%202025%2009:08:45%20GMT	https://wegrowinfraventures.com/wp-content/uploads/2024/11/WhatsApp-Image-2024-11-22-at-18.18.40.jpeg	C:/My%20Web%20Sites/Animeria%20Assignment/wegrowinfraventures.com/wp-content/uploads/2024/11/WhatsApp-Image-2024-11-22-at-18.18.40.jpg	(from https://wegrowinfraventures.com/)
14:38:46	328853/328853	---M--	200	added ('OK')	image/jpeg	date:Sun,%2009%20Feb%202025%2009:08:46%20GMT	https://wegrowinfraventures.com/wp-content/uploads/2024/11/cerise-suites.jpg	C:/My%20Web%20Sites/Animeria%20Assignment/wegrowinfraventures.com/wp-content/uploads/2024/11/cerise-suites.jpg	(from https://wegrowinfraventures.com/)
14:38:46	127081/127081	---MCZ	200	added ('OK')	text/html	date:Sun,%2009%20Feb%202025%2009:08:46%20GMT	https://wegrowinfraventures.com/about-us/	C:/My%20Web%20Sites/Animeria%20Assignment/wegrowinfraventures.com/about-us/index.html	(from https://wegrowinfraventures.com/)
14:38:46	742556/742556	---M--	200	added ('OK')	image/webp	etag:%22b549c-67372d40-d370348e314d778c;;;%22	https://wegrowinfraventures.com/wp-content/uploads/2024/11/banner-2.webp	C:/My%20Web%20Sites/Animeria%20Assignment/wegrowinfraventures.com/wp-content/uploads/2024/11/banner-2.webp	(from https://wegrowinfraventures.com/)
14:38:47	71662/71662	---M--	200	added ('OK')	image/webp	etag:%22117ee-6735d63b-f372d191eb214c78;;;%22	https://wegrowinfraventures.com/wp-content/uploads/2024/11/overview-bg.webp	C:/My%20Web%20Sites/Animeria%20Assignment/wegrowinfraventures.com/wp-content/uploads/2024/11/overview-bg.webp	(from https://wegrowinfraventures.com/)
14:38:47	149568/149568	---MCZ	200	added ('OK')	text/html	date:Sun,%2009%20Feb%202025%2009:08:46%20GMT	https://wegrowinfraventures.com/residential-properties/	C:/My%20Web%20Sites/Animeria%20Assignment/wegrowinfraventures.com/residential-properties/index.html	(from https://wegrowinfraventures.com/)
14:38:47	71888/71888	---M--	200	added ('OK')	image/webp	etag:%22118d0-6735d55f-697e639bc7f2c1c4;;;%22	https://wegrowinfraventures.com/wp-content/uploads/2024/11/afnxbgswscfvxy9nbsz9.webp	C:/My%20Web%20Sites/Animeria%20Assignment/wegrowinfraventures.com/wp-content/uploads/2024/11/afnxbgswscfvxy9nbsz9.webp	(from https://wegrowinfraventures.com/)
14:38:48	146363/146363	---MCZ	200	added ('OK')	text/html	date:Sun,%2009%20Feb%202025%2009:08:47%20GMT	https://wegrowinfraventures.com/commercial-properties/	C:/My%20Web%20Sites/Animeria%20Assignment/wegrowinfraventures.com/commercial-properties/index.html	(from https://wegrowinfraventures.com/)
14:38:48	83096/83096	---MCZ	200	added ('OK')	text/html	date:Sun,%2009%20Feb%202025%2009:08:47%20GMT	https://wegrowinfraventures.com/blog/	C:/My%20Web%20Sites/Animeria%20Assignment/wegrowinfraventures.com/blog/index.html	(from https://wegrowinfraventures.com/)
14:38:48	82103/82103	---MCZ	200	added ('OK')	text/html	date:Sun,%2009%20Feb%202025%2009:08:48%20GMT	https://wegrowinfraventures.com/contact-us/	C:/My%20Web%20Sites/Animeria%20Assignment/wegrowinfraventures.com/contact-us/index.html	(from https://wegrowinfraventures.com/)
14:38:50	222406/222406	---M--	200	added ('OK')	image/webp	etag:%22364c6-676faae2-2126eeb8a458c38;;;%22	https://wegrowinfraventures.com/wp-content/uploads/2024/12/banner-1.webp	C:/My%20Web%20Sites/Animeria%20Assignment/wegrowinfraventures.com/wp-content/uploads/2024/12/banner-1.webp	(from https://wegrowinfraventures.com/)
14:38:50	103849/103849	---MCZ	200	added ('OK')	text/html	date:Sun,%2009%20Feb%202025%2009:08:48%20GMT	https://wegrowinfraventures.com/residential-property/bptp-lutyens-102/	C:/My%20Web%20Sites/Animeria%20Assignment/wegrowinfraventures.com/residential-property/bptp-lutyens-102/index.html	(from https://wegrowinfraventures.com/)
14:38:50	273058/273058	---M--	200	added ('OK')	image/jpeg	date:Sun,%2009%20Feb%202025%2009:08:47%20GMT	https://wegrowinfraventures.com/wp-content/uploads/2024/11/4-4.jpg	C:/My%20Web%20Sites/Animeria%20Assignment/wegrowinfraventures.com/wp-content/uploads/2024/11/4-4.jpg	(from https://wegrowinfraventures.com/)
14:38:50	102727/102727	---MCZ	200	added ('OK')	text/html	date:Sun,%2009%20Feb%202025%2009:08:49%20GMT	https://wegrowinfraventures.com/residential-property/trump-towers-2/	C:/My%20Web%20Sites/Animeria%20Assignment/wegrowinfraventures.com/residential-property/trump-towers-2/index.html	(from https://wegrowinfraventures.com/)
14:38:51	102927/102927	---MCZ	200	added ('OK')	text/html	date:Sun,%2009%20Feb%202025%2009:08:50%20GMT	https://wegrowinfraventures.com/residential-property/central-park-flower-valley/	C:/My%20Web%20Sites/Animeria%20Assignment/wegrowinfraventures.com/residential-property/central-park-flower-valley/index.html	(from https://wegrowinfraventures.com/)
14:38:51	101116/101116	---MCZ	200	added ('OK')	text/html	date:Sun,%2009%20Feb%202025%2009:08:51%20GMT	https://wegrowinfraventures.com/residential-property/dlf-the-dahlias/	C:/My%20Web%20Sites/Animeria%20Assignment/wegrowinfraventures.com/residential-property/dlf-the-dahlias/index.html	(from https://wegrowinfraventures.com/)
14:38:51	145913/145913	---M--	200	added ('OK')	image/jpeg	date:Sun,%2009%20Feb%202025%2009:08:50%20GMT	https://wegrowinfraventures.com/wp-content/uploads/2024/11/indiabulls-one09-2.jpg	C:/My%20Web%20Sites/Animeria%20Assignment/wegrowinfraventures.com/wp-content/uploads/2024/11/indiabulls-one09-2.jpg	(from https://wegrowinfraventures.com/)
14:38:51	102446/102446	---MCZ	200	added ('OK')	text/html	date:Sun,%2009%20Feb%202025%2009:08:51%20GMT	https://wegrowinfraventures.com/residential-property/dlf-the-arbour/	C:/My%20Web%20Sites/Animeria%20Assignment/wegrowinfraventures.com/residential-property/dlf-the-arbour/index.html	(from https://wegrowinfraventures.com/)
14:38:52	101996/101996	---MCZ	200	added ('OK')	text/html	date:Sun,%2009%20Feb%202025%2009:08:51%20GMT	https://wegrowinfraventures.com/residential-property/dlf-privana-west/	C:/My%20Web%20Sites/Animeria%20Assignment/wegrowinfraventures.com/residential-property/dlf-privana-west/index.html	(from https://wegrowinfraventures.com/)
14:38:52	100428/100428	---MCZ	200	added ('OK')	text/html	date:Sun,%2009%20Feb%202025%2009:08:52%20GMT	https://wegrowinfraventures.com/commercial-property/the-dome-centre/	C:/My%20Web%20Sites/Animeria%20Assignment/wegrowinfraventures.com/commercial-property/the-dome-centre/index.html	(from https://wegrowinfraventures.com/)
14:38:52	101032/101032	---M--	200	added ('OK')	image/webp	etag:%2218aa8-672f354e-4f58cf339a176601;;;%22	https://wegrowinfraventures.com/wp-content/uploads/2024/11/Trehan-Iris-Broadway_1719650550.webp	C:/My%20Web%20Sites/Animeria%20Assignment/wegrowinfraventures.com/wp-content/uploads/2024/11/Trehan-Iris-Broadway_1719650550.webp	(from https://wegrowinfraventures.com/)
14:38:52	103077/103077	---MCZ	200	added ('OK')	text/html	date:Sun,%2009%20Feb%202025%2009:08:52%20GMT	https://wegrowinfraventures.com/commercial-property/indiabulls-one-09/	C:/My%20Web%20Sites/Animeria%20Assignment/wegrowinfraventures.com/commercial-property/indiabulls-one-09/index.html	(from https://wegrowinfraventures.com/)
